tcp-traceroute from 58.65.173.14 to 95.216.247.80
11  52.93.131.85  168.496 ms ICMP
12  *
13  *
14  52.93.72.117  166.909 ms ICMP
15  52.95.31.226  164.641 ms ICMP
16  52.95.31.233  166.541 ms ICMP
17  52.93.72.186  165.634 ms ICMP
18  52.93.250.6  165.727 ms ICMP
19  *
20  *
21  *
22  *
23  *
24  *
25  54.250.185.186  165.484 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 195.128.8.101
 1  *
 2  172.16.36.134  1.159 ms ICMP
 3  58.65.165.42  0.829 ms ICMP
 4  203.135.5.69  1.094 ms ICMP
 5  *
 6  62.115.165.16  132.155 ms ICMP
 7  46.33.87.17  143.255 ms ICMP
 8  213.200.117.58  156.759 ms ICMP
 9  77.67.72.110  206.388 ms ICMP
10  145.145.176.235  216.900 ms ICMP
11  145.145.176.0  208.404 ms ICMP
12  145.145.176.125  209.420 ms ICMP
13  145.145.24.149  216.026 ms ICMP
14  145.145.24.150  208.105 ms ICMP
15  192.87.158.242  212.274 ms ICMP
16  195.128.8.101  206.286 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.31.81.215
 1  58.65.173.13  0.496 ms ICMP
 2  172.16.36.130  1.222 ms ICMP
 3  58.65.165.42  0.967 ms ICMP
 4  119.63.136.181  12.355 ms ICMP
 5  110.93.255.226  22.302 ms ICMP
 6  110.93.255.168  19.798 ms ICMP
 7  110.93.192.198  20.192 ms ICMP
 8  104.31.81.215  20.574 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.66.219
 1  58.65.173.13  0.466 ms ICMP
 2  172.16.36.130  0.839 ms ICMP
 3  58.65.165.42  0.895 ms ICMP
 4  203.135.5.69  1.202 ms ICMP
 5  *
 6  27.111.228.34  103.860 ms ICMP
 7  151.101.66.219  102.269 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 5.79.76.225
 1  *
 2  172.16.36.134  1.189 ms ICMP
 3  58.65.165.42  0.920 ms ICMP
 4  203.135.5.69  1.136 ms ICMP
 5  *
 6  80.81.193.246  141.094 ms ICMP
 7  31.31.34.214  140.043 ms ICMP
 8  31.31.34.52  152.798 ms ICMP
 9  31.31.38.229  149.207 ms ICMP
10  81.17.34.21  152.722 ms ICMP
11  81.17.33.143  143.964 ms ICMP
12  5.79.76.225  147.528 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.48.101.234
 1  58.65.173.13  0.371 ms ICMP
 2  172.16.36.130  0.690 ms ICMP
 3  58.65.165.42  0.861 ms ICMP
 4  203.135.5.69  1.100 ms ICMP
 5  *
 6  99.82.180.224  41.128 ms ICMP
 7  52.93.69.136  57.492 ms ICMP
 8  52.93.69.143  38.493 ms ICMP
 9  52.93.69.148  170.088 ms ICMP
10  54.239.46.109  171.473 ms ICMP
11  52.93.68.150  170.651 ms ICMP
12  54.239.46.153  169.214 ms ICMP
13  150.222.244.120  168.096 ms ICMP
14  150.222.242.43  169.232 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.248.94  174.879 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  52.48.101.234  171.575 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 3.223.138.242
 1  *
 2  172.16.36.134  1.125 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  203.135.5.69  1.049 ms ICMP
 5  *
 6  149.14.126.177  115.892 ms ICMP
 7  130.117.50.165  126.112 ms ICMP
 8  154.54.27.169  197.053 ms ICMP
 9  154.54.0.142  196.953 ms ICMP
10  38.140.107.42  197.289 ms ICMP
11  52.93.31.63  201.594 ms ICMP
12  52.93.4.62  198.204 ms ICMP
13  *
14  150.222.242.134  213.141 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.243.195  216.724 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.29.18  211.504 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  3.223.138.242  212.817 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.75.68
 1  58.65.173.13  0.443 ms ICMP
 2  172.16.36.130  0.878 ms ICMP
 3  58.65.165.42  1.274 ms ICMP
 4  119.63.136.181  0.750 ms ICMP
 5  110.93.252.99  19.520 ms ICMP
 6  110.93.252.198  23.551 ms ICMP
 7  27.111.228.132  108.756 ms ICMP
 8  172.67.75.68  100.253 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.248.48.89
 1  58.65.173.13  0.459 ms ICMP
 2  172.16.36.130  0.891 ms ICMP
 3  58.65.165.42  0.892 ms ICMP
 4  203.135.5.69  1.044 ms ICMP
 5  *
 6  149.14.126.177  115.664 ms ICMP
 7  154.54.38.174  116.946 ms ICMP
 8  62.115.179.96  124.254 ms ICMP
 9  62.115.118.94  216.675 ms ICMP
10  62.115.123.68  213.473 ms ICMP
11  *
12  62.115.139.151  215.627 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  104.248.48.89  257.315 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.212.99.145
 1  *
 2  172.16.36.134  1.079 ms ICMP
 3  58.65.165.42  0.824 ms ICMP
 4  203.135.5.69  1.128 ms ICMP
 5  *
 6  62.115.165.16  135.248 ms ICMP
 7  80.231.217.182  134.593 ms ICMP
 8  80.231.217.1  201.473 ms ICMP
 9  180.87.38.125  198.453 ms ICMP
10  180.87.38.74  192.587 ms ICMP
11  *
12  *
13  23.212.99.145  210.433 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.169.64
 1  58.65.173.13  3.631 ms ICMP
 2  172.16.36.130  0.871 ms ICMP
 3  58.65.165.42  0.930 ms ICMP
 4  203.135.5.69  1.496 ms ICMP
 5  *
 6  99.82.180.224  40.768 ms ICMP
 7  52.93.69.24  55.318 ms ICMP
 8  52.93.69.185  41.046 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.169.64  37.418 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.10.114
 1  *
 2  172.16.36.134  1.076 ms ICMP
 3  58.65.165.42  0.974 ms ICMP
 4  203.135.5.69  1.241 ms ICMP
 5  *
 6  27.111.228.34  103.212 ms ICMP
 7  151.101.10.114  104.998 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 96.45.82.6
 1  *
 2  172.16.36.134  1.068 ms ICMP
 3  58.65.165.42  1.159 ms ICMP
 4  203.135.5.69  1.007 ms ICMP
 5  *
 6  212.73.201.229  132.354 ms ICMP
 7  80.239.134.84  132.272 ms ICMP
 8  62.115.118.218  223.306 ms ICMP
 9  62.115.112.242  226.500 ms ICMP
10  62.115.143.121  223.029 ms ICMP
11  213.248.78.91  264.245 ms ICMP
12  96.45.82.6  284.910 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.4
 1  58.65.173.13  0.355 ms ICMP
 2  172.16.36.130  0.746 ms ICMP
 3  58.65.165.42  0.984 ms ICMP
 4  203.135.5.69  1.155 ms ICMP
 5  *
 6  99.82.180.224  42.121 ms ICMP
 7  52.93.69.120  39.528 ms ICMP
 8  52.93.69.197  39.539 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.4  38.201 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.192.230
 1  *
 2  172.16.36.134  1.075 ms ICMP
 3  58.65.165.42  0.911 ms ICMP
 4  203.135.5.69  1.246 ms ICMP
 5  *
 6  27.111.228.34  105.110 ms ICMP
 7  151.101.192.230  104.020 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 173.255.250.29
 1  58.65.173.13  0.369 ms ICMP
 2  172.16.36.130  0.830 ms ICMP
 3  58.65.165.42  0.940 ms ICMP
 4  119.63.136.181  0.860 ms ICMP
 5  110.93.252.99  22.904 ms ICMP
 6  110.93.252.190  21.267 ms ICMP
 7  213.144.176.232  119.306 ms ICMP
 8  *
 9  89.149.180.38  289.471 ms ICMP
10  *
11  173.230.159.71  287.234 ms ICMP
12  *
13  173.255.250.29  280.798 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 93.123.73.162
 1  *
 2  172.16.36.134  1.012 ms ICMP
 3  58.65.165.42  0.947 ms ICMP
 4  203.135.5.69  1.126 ms ICMP
 5  *
 6  212.73.201.229  129.227 ms ICMP
 7  4.69.201.189  182.777 ms ICMP
 8  212.3.236.230  177.472 ms ICMP
 9  93.123.73.162  176.419 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 107.167.83.34
 1  *
 2  172.16.36.134  1.050 ms ICMP
 3  58.65.165.42  0.815 ms ICMP
 4  119.63.136.181  0.707 ms ICMP
 5  110.93.255.226  20.262 ms ICMP
 6  110.93.252.172  19.530 ms ICMP
 7  27.111.228.81  99.093 ms ICMP
 8  184.105.64.254  165.472 ms ICMP
 9  184.104.195.1  286.617 ms ICMP
10  184.105.81.178  280.707 ms ICMP
11  184.105.140.178  279.581 ms ICMP
12  148.163.87.58  277.479 ms ICMP
13  107.167.83.34  279.263 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.157.2
 1  58.65.173.13  0.300 ms ICMP
 2  172.16.36.130  0.989 ms ICMP
 3  58.65.165.42  0.862 ms ICMP
 4  119.63.136.181  0.781 ms ICMP
 5  110.93.255.226  20.559 ms ICMP
 6  110.93.252.172  19.596 ms ICMP
 7  27.111.228.132  100.203 ms ICMP
 8  172.67.157.2  99.846 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 195.72.135.96
 1  *
 2  172.16.36.134  0.891 ms ICMP
 3  58.65.165.42  0.965 ms ICMP
 4  203.135.5.69  1.015 ms ICMP
 5  *
 6  27.111.228.23  98.460 ms ICMP
 7  68.142.82.45  100.417 ms ICMP
 8  156.154.216.131  198.322 ms ICMP
 9  *
10  *
11  156.154.251.125  219.870 ms ICMP
12  195.72.135.96  211.494 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.26.11.163
 1  58.65.173.13  0.425 ms ICMP
 2  172.16.36.130  0.875 ms ICMP
 3  58.65.165.42  0.918 ms ICMP
 4  119.63.136.181  0.806 ms ICMP
 5  110.93.252.99  18.050 ms ICMP
 6  110.93.252.190  19.688 ms ICMP
 7  110.93.192.198  28.037 ms ICMP
 8  104.26.11.163  18.740 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.31
 1  58.65.173.13  0.424 ms ICMP
 2  172.16.36.130  0.967 ms ICMP
 3  58.65.165.42  0.960 ms ICMP
 4  203.135.5.69  1.098 ms ICMP
 5  *
 6  99.82.180.224  41.092 ms ICMP
 7  52.93.69.72  39.142 ms ICMP
 8  52.93.69.191  38.031 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.31  37.926 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 159.69.73.210
 1  *
 2  172.16.36.134  1.272 ms ICMP
 3  58.65.165.42  0.914 ms ICMP
 4  203.135.5.69  1.243 ms ICMP
 5  *
 6  80.81.192.164  151.698 ms ICMP
 7  213.239.252.38  144.075 ms ICMP
 8  213.239.245.82  142.966 ms ICMP
 9  159.69.73.210  142.630 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.74.39
 1  *
 2  172.16.36.134  1.066 ms ICMP
 3  58.65.165.42  0.903 ms ICMP
 4  119.63.136.181  1.045 ms ICMP
 5  110.93.255.226  20.100 ms ICMP
 6  110.93.252.172  19.850 ms ICMP
 7  27.111.228.132  101.960 ms ICMP
 8  172.67.74.39  100.999 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.230.66.116
 1  *
 2  172.16.36.134  1.001 ms ICMP
 3  58.65.165.42  0.909 ms ICMP
 4  203.135.5.69  1.055 ms ICMP
 5  *
 6  62.115.165.16  133.804 ms ICMP
 7  129.250.66.97  201.387 ms ICMP
 8  129.250.4.71  208.073 ms ICMP
 9  129.250.6.2  200.269 ms ICMP
10  *
11  129.250.2.20  289.445 ms ICMP
12  192.80.17.94  268.674 ms ICMP
13  192.230.66.116  268.854 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 18.204.99.116
 1  *
 2  172.16.36.134  1.049 ms ICMP
 3  58.65.165.42  0.890 ms ICMP
 4  119.63.136.181  0.702 ms ICMP
 5  110.93.252.99  19.104 ms ICMP
 6  110.93.252.190  19.591 ms ICMP
 7  213.144.176.232  118.492 ms ICMP
 8  195.22.195.35  235.521 ms ICMP
 9  195.22.206.61  225.136 ms ICMP
10  *
11  *
12  52.93.28.146  235.174 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  18.204.99.116  235.251 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.72.107
 1  58.65.173.13  0.427 ms ICMP
 2  172.16.36.130  0.970 ms ICMP
 3  58.65.165.42  1.043 ms ICMP
 4  119.63.136.181  2.220 ms ICMP
 5  110.93.255.226  30.107 ms ICMP
 6  110.93.252.172  19.686 ms ICMP
 7  27.111.228.132  101.095 ms ICMP
 8  172.67.72.107  101.252 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 47.88.66.192
 1  *
 2  172.16.36.134  0.881 ms ICMP
 3  58.65.165.42  0.856 ms ICMP
 4  119.63.136.181  0.774 ms ICMP
 5  110.93.255.226  20.634 ms ICMP
 6  110.93.252.172  19.972 ms ICMP
 7  134.0.219.214  34.659 ms ICMP
 8  *
 9  *
10  134.0.217.242  45.351 ms ICMP
11  180.87.39.90  111.977 ms ICMP
12  180.87.39.170  284.794 ms ICMP
13  180.87.67.33  197.842 ms ICMP
14  120.29.211.2  196.422 ms ICMP
15  209.58.86.142  285.163 ms ICMP
16  209.58.86.74  285.021 ms ICMP
17  66.198.127.114  284.234 ms ICMP
18  47.246.115.5  290.593 ms ICMP
19  *
20  11.48.184.1  284.255 ms ICMP
21  47.88.66.192  284.738 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 147.8.2.58
 1  58.65.173.13  0.440 ms ICMP
 2  172.16.36.130  0.921 ms ICMP
 3  58.65.165.42  0.919 ms ICMP
 4  119.63.136.181  0.792 ms ICMP
 5  110.93.255.226  21.649 ms ICMP
 6  110.93.252.172  19.610 ms ICMP
 7  27.111.228.4  96.027 ms ICMP
 8  202.84.224.198  97.433 ms ICMP
 9  202.84.143.177  131.120 ms ICMP
10  202.84.154.238  130.832 ms ICMP
11  134.159.128.10  220.116 ms ICMP
12  61.244.224.68  135.668 ms ICMP
13  202.4.163.17  135.002 ms ICMP
14  183.178.24.2  135.362 ms ICMP
15  203.188.117.2  134.451 ms ICMP
16  147.8.239.15  134.798 ms ICMP
17  *
18  147.8.2.178  135.493 ms ICMP
19  147.8.2.58  135.679 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.227.149.166
 1  58.65.173.13  8.809 ms ICMP
 2  172.16.36.130  0.752 ms ICMP
 3  58.65.165.42  0.884 ms ICMP
 4  203.135.5.69  1.099 ms ICMP
 5  *
 6  62.115.165.16  131.726 ms ICMP
 7  62.115.114.198  147.464 ms ICMP
 8  62.115.121.5  148.576 ms ICMP
 9  62.115.169.187  148.178 ms ICMP
10  23.210.54.36  226.376 ms ICMP
11  95.100.192.160  228.478 ms ICMP
12  23.210.52.35  147.768 ms ICMP
13  *
14  172.227.149.166  148.400 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.67.87
 1  *
 2  172.16.36.134  1.083 ms ICMP
 3  58.65.165.42  1.074 ms ICMP
 4  119.63.136.181  17.562 ms ICMP
 5  110.93.252.99  18.058 ms ICMP
 6  110.93.252.146  19.703 ms ICMP
 7  27.111.228.132  99.702 ms ICMP
 8  172.67.67.87  100.159 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.33.244.47
 1  *
 2  172.16.36.134  1.045 ms ICMP
 3  58.65.165.42  0.857 ms ICMP
 4  203.135.5.69  1.114 ms ICMP
 5  *
 6  62.115.165.16  135.892 ms ICMP
 7  80.231.217.182  124.758 ms ICMP
 8  80.231.217.1  198.115 ms ICMP
 9  80.231.217.30  193.113 ms ICMP
10  180.87.38.74  191.227 ms ICMP
11  *
12  *
13  23.33.244.47  212.542 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.179.174.200
 1  58.65.173.13  0.408 ms ICMP
 2  172.16.36.130  1.074 ms ICMP
 3  58.65.165.42  0.879 ms ICMP
 4  119.63.136.181  0.895 ms ICMP
 5  110.93.255.226  20.244 ms ICMP
 6  110.93.252.172  19.953 ms ICMP
 7  27.111.228.87  97.756 ms ICMP
 8  52.93.8.38  100.165 ms ICMP
 9  52.93.11.3  101.326 ms ICMP
10  52.93.11.2  99.581 ms ICMP
11  52.93.8.49  101.406 ms ICMP
12  203.83.223.17  95.871 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  54.179.174.200  96.704 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 149.202.167.2
 1  *
 2  172.16.36.134  1.038 ms ICMP
 3  58.65.165.42  0.806 ms ICMP
 4  203.135.5.69  1.072 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  213.186.32.212  147.702 ms ICMP
11  *
12  37.187.232.77  147.821 ms ICMP
13  92.222.60.246  149.300 ms ICMP
14  92.222.61.85  147.752 ms ICMP
15  *
16  149.202.167.2  146.361 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.27.191.24
 1  *
 2  172.16.36.134  1.105 ms ICMP
 3  58.65.165.42  0.881 ms ICMP
 4  119.63.136.181  0.807 ms ICMP
 5  110.93.252.99  18.110 ms ICMP
 6  110.93.252.190  21.920 ms ICMP
 7  110.93.192.198  19.306 ms ICMP
 8  104.27.191.24  19.750 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.123
 1  58.65.173.13  0.423 ms ICMP
 2  172.16.36.130  0.916 ms ICMP
 3  58.65.165.42  0.937 ms ICMP
 4  203.135.5.69  1.251 ms ICMP
 5  *
 6  99.82.180.224  41.554 ms ICMP
 7  52.93.69.104  43.404 ms ICMP
 8  52.93.69.195  39.323 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.123  39.983 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 109.233.159.254
 1  58.65.173.13  0.408 ms ICMP
 2  172.16.36.130  0.955 ms ICMP
 3  58.65.165.42  0.956 ms ICMP
 4  203.135.5.69  1.148 ms ICMP
 5  *
 6  80.81.192.187  132.479 ms ICMP
 7  *
 8  5.56.21.98  197.942 ms ICMP
 9  185.169.112.3  206.202 ms ICMP
10  109.233.159.254  203.630 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.68.182.72
 1  *
 2  172.16.36.134  0.972 ms ICMP
 3  58.65.165.42  0.871 ms ICMP
 4  119.63.136.181  0.706 ms ICMP
 5  110.93.255.226  20.268 ms ICMP
 6  110.93.252.172  19.897 ms ICMP
 7  149.14.125.89  119.649 ms ICMP
 8  154.54.38.173  116.590 ms ICMP
 9  154.54.57.210  128.052 ms ICMP
10  154.54.57.229  132.818 ms ICMP
11  154.54.61.129  138.812 ms ICMP
12  154.54.85.241  207.675 ms ICMP
13  154.54.7.158  218.920 ms ICMP
14  154.54.28.70  232.884 ms ICMP
15  154.54.29.222  249.518 ms ICMP
16  154.54.42.65  258.158 ms ICMP
17  154.54.44.86  270.127 ms ICMP
18  154.54.42.102  268.487 ms ICMP
19  38.142.35.250  269.868 ms ICMP
20  *
21  *
22  52.93.131.95  293.430 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  54.68.182.72  276.985 ms ICMP
tcp-traceroute from 58.65.173.14 to 3.210.137.66
 1  58.65.173.13  0.316 ms ICMP
 2  172.16.36.130  1.060 ms ICMP
 3  58.65.165.42  0.898 ms ICMP
 4  203.135.5.69  1.099 ms ICMP
 5  *
 6  149.14.126.177  115.435 ms ICMP
 7  130.117.50.165  126.544 ms ICMP
 8  154.54.27.169  198.023 ms ICMP
 9  154.54.0.142  197.994 ms ICMP
10  38.140.107.42  204.567 ms ICMP
11  52.93.31.61  201.323 ms ICMP
12  52.93.4.28  198.002 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  150.222.243.195  217.057 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.28.238  214.462 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  3.210.137.66  214.493 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.6.182.20
 1  58.65.173.13  0.422 ms ICMP
 2  172.16.36.130  1.038 ms ICMP
 3  58.65.165.42  0.867 ms ICMP
 4  203.135.5.69  1.184 ms ICMP
 5  *
 6  65.49.109.213  104.152 ms ICMP
 7  184.105.222.101  137.800 ms ICMP
 8  184.105.223.118  136.782 ms ICMP
 9  184.104.209.246  137.531 ms ICMP
10  203.208.151.93  135.065 ms ICMP
11  203.208.131.110  137.455 ms ICMP
12  *
13  103.6.182.20  139.204 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.229.162.98
 1  *
 2  172.16.36.134  0.985 ms ICMP
 3  58.65.165.42  0.878 ms ICMP
 4  203.135.5.69  1.165 ms ICMP
 5  *
 6  149.14.126.177  116.337 ms ICMP
 7  130.117.50.165  124.965 ms ICMP
 8  154.54.57.69  144.455 ms ICMP
 9  130.117.50.245  144.551 ms ICMP
10  154.54.82.34  208.793 ms ICMP
11  154.54.12.10  206.131 ms ICMP
12  152.195.232.129  216.421 ms ICMP
13  192.229.162.98  205.908 ms ICMP
tcp-traceroute from 58.65.173.14 to 69.172.200.183
 1  *
 2  172.16.36.134  1.054 ms ICMP
 3  58.65.165.42  0.910 ms ICMP
 4  203.135.5.69  1.090 ms ICMP
 5  *
 6  62.115.165.16  133.274 ms ICMP
 7  62.115.118.94  152.300 ms ICMP
 8  62.115.123.68  149.192 ms ICMP
 9  62.115.121.149  150.485 ms ICMP
10  62.115.151.145  209.746 ms ICMP
11  69.172.200.183  209.445 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.71.86.242
 1  *
 2  172.16.36.134  1.025 ms ICMP
 3  58.65.165.42  0.923 ms ICMP
 4  119.63.136.181  0.932 ms ICMP
 5  110.93.255.226  36.173 ms ICMP
 6  110.93.252.172  19.661 ms ICMP
 7  149.14.125.89  120.273 ms ICMP
 8  154.54.38.173  117.759 ms ICMP
 9  154.54.57.210  128.637 ms ICMP
10  154.54.57.229  134.463 ms ICMP
11  154.54.61.129  141.239 ms ICMP
12  154.54.85.241  208.331 ms ICMP
13  154.54.7.158  218.880 ms ICMP
14  154.54.28.70  232.926 ms ICMP
15  154.54.29.222  250.124 ms ICMP
16  154.54.42.65  258.453 ms ICMP
17  154.54.44.86  269.621 ms ICMP
18  154.54.42.102  269.362 ms ICMP
19  38.142.35.250  270.391 ms ICMP
20  *
21  *
22  52.93.131.95  289.433 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  *
40  54.71.86.242  290.405 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.24.115.194
 1  *
 2  172.16.36.134  1.046 ms ICMP
 3  58.65.165.42  0.917 ms ICMP
 4  119.63.136.181  0.679 ms ICMP
 5  110.93.255.226  20.308 ms ICMP
 6  110.93.255.168  20.009 ms ICMP
 7  110.93.192.198  20.055 ms ICMP
 8  104.24.115.194  20.486 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.17.140.107
 1  *
 2  172.16.36.134  1.065 ms ICMP
 3  58.65.165.42  0.989 ms ICMP
 4  203.135.5.69  1.184 ms ICMP
 5  *
 6  185.1.15.41  42.513 ms ICMP
 7  104.17.140.107  41.070 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.17.153.222
 1  58.65.173.13  0.384 ms ICMP
 2  172.16.36.130  0.985 ms ICMP
 3  58.65.165.42  0.939 ms ICMP
 4  203.135.5.69  1.074 ms ICMP
 5  *
 6  185.1.15.41  42.895 ms ICMP
 7  104.17.153.222  42.814 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.138.255.25
 1  *
 2  172.16.36.134  1.142 ms ICMP
 3  58.65.165.42  0.910 ms ICMP
 4  119.63.136.181  0.759 ms ICMP
 5  110.93.255.226  20.256 ms ICMP
 6  110.93.255.168  29.269 ms ICMP
 7  213.144.176.232  120.071 ms ICMP
 8  195.22.210.195  130.392 ms ICMP
 9  213.144.183.134  155.261 ms ICMP
10  64.125.29.4  261.211 ms ICMP
11  *
12  64.125.25.100  252.276 ms ICMP
13  64.125.29.45  253.025 ms ICMP
14  64.125.28.94  268.747 ms ICMP
15  64.125.28.99  258.576 ms ICMP
16  64.125.28.125  251.692 ms ICMP
17  64.125.28.86  250.653 ms ICMP
18  64.125.194.146  257.504 ms ICMP
19  192.138.255.25  250.743 ms ICMP
tcp-traceroute from 58.65.173.14 to 169.62.184.199
 1  *
 2  172.16.36.134  1.042 ms ICMP
 3  58.65.165.42  0.972 ms ICMP
 4  203.135.5.69  1.082 ms ICMP
 5  *
 6  27.111.228.39  98.393 ms ICMP
 7  169.45.19.178  100.819 ms ICMP
 8  *
 9  *
10  *
11  169.45.18.39  288.367 ms ICMP
12  169.48.118.141  289.372 ms ICMP
13  169.48.118.219  294.547 ms ICMP
14  169.62.184.199  294.411 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 64.237.58.60
 1  *
 2  172.16.36.134  1.064 ms ICMP
 3  58.65.165.42  0.933 ms ICMP
 4  203.135.5.69  1.119 ms ICMP
 5  *
 6  149.14.126.177  116.031 ms ICMP
 7  154.54.38.174  119.966 ms ICMP
 8  62.115.179.96  123.892 ms ICMP
 9  62.115.118.94  215.902 ms ICMP
10  62.115.123.68  212.032 ms ICMP
11  *
12  62.115.137.99  212.326 ms ICMP
13  62.115.59.7  258.579 ms ICMP
14  *
15  *
16  *
17  64.237.58.60  257.438 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.77.21.98
 1  *
 2  172.16.36.134  1.201 ms ICMP
 3  58.65.165.42  0.823 ms ICMP
 4  119.63.136.181  0.831 ms ICMP
 5  110.93.252.99  18.630 ms ICMP
 6  110.93.252.146  19.703 ms ICMP
 7  27.111.228.87  97.459 ms ICMP
 8  52.93.8.16  176.298 ms ICMP
 9  52.93.11.1  98.968 ms ICMP
10  52.93.11.0  96.870 ms ICMP
11  52.93.8.29  97.887 ms ICMP
12  203.83.223.21  97.522 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  52.77.21.98  98.954 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 129.132.19.216
 1  58.65.173.13  0.420 ms ICMP
 2  172.16.36.130  0.962 ms ICMP
 3  58.65.165.42  0.869 ms ICMP
 4  203.135.5.69  1.211 ms ICMP
 5  *
 6  80.81.196.147  147.029 ms ICMP
 7  130.59.37.34  154.008 ms ICMP
 8  130.59.37.190  151.792 ms ICMP
 9  130.59.37.58  143.933 ms ICMP
10  130.59.36.170  149.840 ms ICMP
11  130.59.38.109  145.678 ms ICMP
12  192.33.92.1  146.304 ms ICMP
13  192.33.92.169  148.316 ms ICMP
14  129.132.19.195  147.128 ms ICMP
15  129.132.19.216  148.576 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 66.240.200.101
 1  58.65.173.13  0.435 ms ICMP
 2  172.16.36.130  0.851 ms ICMP
 3  58.65.165.42  0.939 ms ICMP
 4  119.63.136.181  1.226 ms ICMP
 5  110.93.252.99  17.998 ms ICMP
